date,AQI,PM2.5,PM10,NO2,SO2,CO,O3_8h_max,temperature,humidity,wind_speed
2020-10-09,38,23.9,46.7,33.9,5.4,0.88,50.5,27.9,74,3.7
2020-10-10,38,23.0,40.4,35.7,4.2,0.76,39.9,27.7,76,2.6
2020-10-11,33,27.7,45.3,32.8,11.0,0.75,56.9,25.7,71,5.3
2020-10-12,49,33.4,52.8,48.4,6.4,0.64,49.5,29.7,72,1.4
2020-10-13,41,29.8,55.0,24.6,8.8,0.85,57.7,26.2,60,2.9
2020-10-14,44,22.9,45.4,20.5,8.3,0.91,55.3,27.1,64,2.6
2020-10-15,28,18.7,27.1,28.4,5.2,0.96,40.2,25.1,75,3.7
2020-10-16,46,37.1,62.0,21.4,4.3,0.83,64.4,23.4,79,4.2
2020-10-17,42,24.5,44.5,21.8,6.2,0.72,54.3,23.2,52,2.5
2020-10-18,30,24.3,38.3,24.8,3.4,0.63,40.2,25.4,63,2.7
2020-10-19,49,24.1,44.8,25.3,8.9,0.9,88.6,24.6,68,3.0
2020-10-20,48,25.2,40.4,25.1,7.9,0.62,62.1,21.5,61,3.1
2020-10-21,31,23.5,38.6,33.9,2.0,0.77,52.7,22.9,61,4.0
2020-10-22,46,21.3,25.7,27.8,4.1,0.78,76.2,24.4,72,2.5
2020-10-23,45,21.5,33.2,29.7,2.8,0.79,82.6,26.5,81,3.5
2020-10-24,43,24.0,34.6,36.2,2.0,0.8,52.8,25.0,52,3.7
2020-10-25,38,21.5,38.0,26.2,4.4,0.81,60.2,24.9,67,3.0
2020-10-26,35,20.6,43.0,29.2,4.4,0.56,40.2,23.0,72,3.4
2020-10-27,38,24.7,33.2,33.0,2.4,0.8,52.8,25.0,74,3.6
2020-10-28,42,22.9,43.8,19.2,8.0,0.58,52.0,27.6,71,2.3
2020-10-29,49,31.7,64.1,16.5,10.2,0.87,57.8,25.3,82,1.9
2020-10-30,37,10.9,23.6,32.9,8.3,0.74,60.0,22.0,68,2.8
2020-10-31,50,29.7,50.3,33.8,6.3,0.58,63.4,22.5,78,1.8
2020-11-01,51,34.8,54.6,47.4,4.6,0.8,43.6,22.2,60,3.6
2020-11-02,26,18.2,28.7,35.9,5.5,0.82,21.8,20.6,65,4.4
2020-11-03,47,26.9,37.8,39.9,3.1,1.0,25.9,20.9,55,2.1
2020-11-04,44,26.7,40.3,33.8,4.8,0.9,31.8,19.8,72,3.4
2020-11-05,39,21.6,40.4,36.8,7.2,0.91,35.8,22.0,64,2.9
2020-11-06,37,24.7,43.9,45.0,8.5,1.0,55.8,20.4,68,3.3
2020-11-07,36,23.0,37.5,22.3,5.9,0.87,22.6,20.6,62,4.0
2020-11-08,50,37.4,58.3,37.5,6.2,0.96,34.6,19.3,70,1.4
2020-11-09,44,33.3,57.3,47.8,9.6,0.95,54.3,22.8,68,3.8
2020-11-10,53,35.0,57.6,36.7,6.2,0.75,35.5,20.6,57,3.8
2020-11-11,50,32.2,47.2,44.9,6.4,1.03,46.9,22.2,58,1.1
2020-11-12,34,23.0,37.0,31.2,9.1,0.74,37.9,18.6,65,4.2
2020-11-13,49,26.0,41.3,34.8,6.2,0.97,43.9,24.5,70,3.6
2020-11-14,52,31.0,45.8,35.2,8.0,0.73,36.6,23.6,80,2.7
2020-11-15,38,22.5,41.2,21.7,6.3,0.94,50.0,17.2,67,3.7
2020-11-16,50,32.2,61.5,28.0,5.6,1.07,16.8,19.4,73,2.4
2020-11-17,47,27.4,44.6,28.4,5.9,0.86,34.6,22.0,52,1.3
2020-11-18,46,26.7,35.6,39.9,5.8,0.85,44.4,18.4,81,3.6
2020-11-19,45,32.2,60.8,40.2,2.3,0.94,48.0,20.7,70,3.2
2020-11-20,51,30.8,62.0,36.9,5.7,0.85,62.4,21.9,65,4.4
2020-11-21,38,26.8,52.5,39.9,7.4,1.06,34.1,20.6,64,2.1
2020-11-22,45,34.4,67.5,34.0,8.8,0.9,62.2,22.1,56,1.1
2020-11-23,31,23.2,31.0,42.2,8.0,0.85,30.1,19.6,58,1.8
2020-11-24,42,31.7,49.4,35.1,4.3,0.83,59.9,16.5,80,3.8
2020-11-25,49,31.6,48.8,35.3,5.9,0.79,52.3,23.0,57,2.3
2020-11-26,44,27.1,43.4,33.4,5.8,0.82,26.3,23.0,57,2.1
2020-11-27,49,30.2,52.4,39.1,9.1,0.84,44.6,26.0,59,1.7
2020-11-28,25,22.3,36.5,32.5,7.1,0.83,39.2,16.6,55,2.7
2020-11-29,48,33.2,56.3,40.9,4.6,0.81,49.4,22.5,65,3.0
2020-11-30,46,27.7,48.3,28.2,3.7,1.09,36.7,17.1,74,1.6
2020-12-01,54,30.4,61.0,31.2,2.4,0.86,25.4,20.5,57,3.5
2020-12-02,56,38.2,68.6,41.9,4.5,0.97,50.5,18.0,51,4.0
2020-12-03,41,29.5,50.6,37.3,5.4,1.02,28.5,15.1,64,2.6
2020-12-04,39,26.0,56.6,35.1,6.7,1.02,42.4,18.6,62,2.6
2020-12-05,38,25.2,39.4,43.1,5.5,0.95,26.6,15.9,70,2.3
2020-12-06,51,36.0,65.4,34.2,4.4,0.94,55.0,17.6,58,2.7
2020-12-07,44,26.6,50.6,36.6,7.8,1.01,19.8,17.4,60,2.7
2020-12-08,64,41.8,73.3,46.2,7.5,0.99,20.8,20.5,61,2.6
2020-12-09,33,22.6,32.9,47.0,6.4,0.93,52.9,20.6,63,2.9
2020-12-10,66,41.5,69.8,47.2,5.3,0.8,23.3,15.8,59,1.8
2020-12-11,56,34.1,49.5,36.1,10.3,0.91,54.0,19.1,58,2.6
2020-12-12,54,32.5,51.4,45.2,8.7,0.85,43.4,17.7,47,2.3
2020-12-13,39,30.3,44.2,32.1,10.1,0.89,27.7,14.2,57,2.1
2020-12-14,57,35.0,51.7,32.4,9.9,0.96,5.0,15.6,68,3.2
2020-12-15,53,32.8,52.9,23.7,7.1,1.0,29.7,21.7,69,2.1
2020-12-16,51,38.5,66.1,47.8,6.0,1.14,31.5,17.7,58,1.7
2020-12-17,49,33.6,48.7,32.6,9.0,0.91,47.5,19.0,72,2.5
2020-12-18,47,33.8,56.6,37.0,5.9,1.04,53.8,16.6,62,2.8
2020-12-19,46,31.2,61.8,32.3,3.7,0.99,19.7,15.9,51,1.5
2020-12-20,50,32.7,46.9,42.0,9.4,1.09,42.0,17.1,49,3.7
2020-12-21,59,34.5,56.6,35.5,6.0,1.02,41.5,16.5,72,2.3
2020-12-22,39,24.4,36.6,30.0,5.3,0.86,46.1,14.0,59,2.5
2020-12-23,38,26.3,50.3,40.4,2.1,0.79,37.5,15.0,52,1.6
2020-12-24,61,36.7,55.5,29.2,2.3,0.99,5.0,18.4,44,3.7
2020-12-25,52,33.9,46.0,32.8,7.5,0.91,27.7,16.2,59,2.6
2020-12-26,45,32.1,52.2,25.2,4.9,0.86,12.7,17.1,65,3.8
2020-12-27,55,33.1,66.9,29.3,7.9,0.83,27.0,17.5,56,4.1
2020-12-28,56,34.7,51.9,38.9,8.7,0.98,44.7,17.6,54,3.5
2020-12-29,46,30.3,47.0,26.0,7.1,1.11,34.6,19.3,58,2.7
2020-12-30,50,29.1,41.1,28.9,4.2,0.92,47.2,14.8,72,3.2
2020-12-31,53,34.0,57.9,37.8,8.0,1.02,35.1,18.1,51,3.6
2021-01-01,31,23.1,44.4,35.7,6.6,0.91,12.9,16.5,60,3.7
2021-01-02,41,30.0,49.8,51.0,4.8,0.79,5.0,17.0,75,3.2
2021-01-03,23,19.5,37.3,50.0,4.4,0.99,34.6,12.2,69,2.2
2021-01-04,50,33.1,48.4,33.8,6.8,0.81,29.2,15.5,66,4.1
2021-01-05,43,30.4,42.6,42.3,4.8,0.92,17.7,18.4,60,1.6
2021-01-06,46,29.3,46.0,43.5,6.7,0.89,6.9,14.8,65,2.1
2021-01-07,53,32.9,60.0,35.4,8.3,1.01,21.4,16.0,61,3.8
2021-01-08,55,36.3,58.5,30.0,6.2,0.81,29.5,16.6,58,2.8
2021-01-09,54,33.1,57.9,38.9,7.0,0.96,42.4,12.9,56,3.7
2021-01-10,26,18.8,39.0,38.0,10.9,0.84,35.2,18.7,71,1.7
2021-01-11,41,21.6,40.0,36.4,5.3,0.87,56.5,16.0,65,1.6
2021-01-12,40,24.9,33.6,41.7,9.0,0.56,16.9,16.0,68,3.4
2021-01-13,39,28.1,50.7,34.5,10.0,1.13,45.6,11.7,66,4.3
2021-01-14,41,30.6,44.4,32.1,6.5,0.98,33.1,16.6,69,2.3
2021-01-15,43,24.4,48.1,39.7,6.7,0.84,42.8,16.0,63,2.3
2021-01-16,48,28.9,51.3,41.3,6.2,0.81,25.9,18.2,61,1.9
2021-01-17,33,24.2,46.4,31.9,5.0,0.87,48.5,14.4,58,3.8
2021-01-18,36,24.9,48.3,44.6,7.4,0.99,36.8,13.0,54,2.1
2021-01-19,32,21.0,30.1,28.4,5.2,0.73,22.2,13.6,56,3.6
2021-01-20,37,23.4,32.0,35.5,5.7,0.91,32.2,14.0,62,1.8
2021-01-21,36,21.2,39.6,37.5,5.6,1.1,28.8,12.8,52,2.7
2021-01-22,26,23.1,47.3,35.2,8.2,0.81,39.7,17.6,54,2.4
2021-01-23,59,33.3,52.0,35.6,8.1,0.93,14.7,17.7,73,2.4
2021-01-24,38,23.3,38.6,50.2,5.2,1.14,32.0,14.6,67,2.7
2021-01-25,58,41.2,66.1,33.9,8.4,0.98,38.3,14.2,61,1.8
2021-01-26,54,30.5,53.8,53.6,4.9,0.93,32.9,11.4,83,3.5
2021-01-27,41,28.9,45.2,41.6,8.7,0.97,52.6,16.4,52,2.4
2021-01-28,36,23.7,43.2,39.6,5.3,0.88,44.0,18.3,73,2.2
2021-01-29,45,31.5,50.8,41.9,9.1,1.05,32.3,13.7,64,3.1
2021-01-30,52,25.1,41.9,54.2,7.5,0.88,35.7,14.8,71,1.4
2021-01-31,49,28.6,47.8,33.0,9.1,0.72,36.8,15.9,66,3.4
2021-02-01,52,36.8,59.1,29.3,7.6,0.84,41.1,19.4,57,2.8
2021-02-02,30,23.5,49.5,31.5,5.9,0.78,7.7,16.4,73,4.1
2021-02-03,52,29.7,53.9,36.2,8.7,0.85,30.6,16.4,75,3.9
2021-02-04,40,20.5,37.7,25.6,8.2,0.85,12.8,16.4,54,3.5
2021-02-05,49,23.8,42.5,36.1,2.0,1.0,54.3,13.1,88,3.8
2021-02-06,52,32.9,51.8,46.2,5.3,0.95,34.2,13.1,74,3.9
2021-02-07,38,20.9,32.9,36.9,8.2,0.91,32.2,14.4,77,3.1
2021-02-08,49,33.1,51.3,34.2,8.5,0.88,48.6,18.0,63,3.7
2021-02-09,37,27.5,50.8,32.3,5.4,0.77,41.4,15.3,78,3.8
2021-02-10,26,21.2,40.6,41.4,8.0,0.66,18.2,14.9,81,2.7
2021-02-11,41,27.2,38.3,31.0,4.7,0.89,34.0,14.9,74,2.0
2021-02-12,48,28.9,51.1,47.1,4.7,0.96,30.1,15.7,72,2.6
2021-02-13,49,27.1,48.6,47.6,3.9,0.87,8.9,19.4,65,4.5
2021-02-14,15,16.1,23.7,37.5,7.1,0.83,24.7,15.7,70,1.4
2021-02-15,25,20.4,33.8,35.9,2.6,0.93,32.3,14.4,68,3.4
2021-02-16,31,22.8,40.6,42.2,9.2,0.87,33.4,16.1,77,4.6
2021-02-17,44,23.6,49.2,42.6,9.5,1.05,12.9,19.5,65,5.0
2021-02-18,43,27.1,51.5,31.2,2.1,1.0,52.4,15.0,77,1.0
2021-02-19,33,24.9,41.7,32.8,7.8,0.98,33.6,13.6,65,4.4
2021-02-20,25,17.3,23.9,28.1,5.8,0.96,35.7,15.0,70,2.1
2021-02-21,49,25.9,41.7,38.5,6.8,0.75,41.1,16.3,77,2.5
2021-02-22,45,27.1,42.0,40.0,4.8,0.95,23.3,17.4,66,4.6
2021-02-23,37,26.8,42.2,27.9,5.4,0.92,41.9,18.0,77,2.8
2021-02-24,42,29.4,43.3,33.3,3.8,0.94,29.6,13.9,76,3.0
2021-02-25,41,28.2,37.9,27.9,8.4,0.93,21.7,14.1,70,2.1
2021-02-26,44,26.3,41.6,30.6,4.2,0.93,43.7,15.4,81,2.1
2021-02-27,38,23.6,42.7,39.3,4.1,1.15,57.5,17.4,73,2.6
2021-02-28,26,15.7,33.1,31.6,9.2,0.87,46.0,13.5,81,1.9
2021-03-01,37,22.1,43.0,28.2,4.1,0.89,57.0,17.8,92,3.0
2021-03-02,33,21.0,39.5,20.2,6.7,0.75,35.4,17.8,76,2.6
2021-03-03,36,21.4,39.9,31.1,7.3,0.88,19.2,20.9,83,3.4
2021-03-04,32,13.6,27.8,29.7,3.6,0.89,65.6,20.1,73,2.4
2021-03-05,44,14.6,28.7,25.6,6.5,0.84,74.0,20.8,70,4.2
2021-03-06,45,25.3,35.1,28.9,8.7,0.97,66.3,21.7,76,4.3
2021-03-07,27,19.8,29.6,31.1,6.9,0.71,38.2,18.4,67,1.9
2021-03-08,35,23.4,37.2,25.1,2.2,0.75,25.9,16.6,70,2.8
2021-03-09,29,20.1,29.8,21.1,8.4,0.82,27.2,16.6,83,2.6
2021-03-10,18,20.1,39.7,40.8,4.4,0.89,17.9,15.3,74,2.1
2021-03-11,41,24.7,40.5,26.2,5.8,0.82,41.6,18.1,84,3.0
2021-03-12,47,17.4,30.0,29.4,9.9,0.93,67.3,18.2,80,5.4
2021-03-13,26,20.5,35.4,36.1,6.4,0.73,41.1,20.6,93,1.5
2021-03-14,31,17.7,28.6,51.2,7.1,0.69,47.7,19.0,82,3.2
2021-03-15,43,17.8,35.6,22.5,4.7,0.83,63.8,18.0,87,3.7
2021-03-16,32,18.5,39.8,32.7,6.0,0.79,37.1,18.8,81,4.0
2021-03-17,39,21.1,35.7,25.8,8.9,0.85,73.7,16.9,80,4.3
2021-03-18,48,17.6,29.9,26.8,5.6,0.8,73.1,21.1,87,3.5
2021-03-19,44,26.3,46.0,25.7,3.9,0.77,41.2,17.4,83,3.9
2021-03-20,25,15.5,20.2,23.2,6.7,0.79,34.5,16.7,80,4.1
2021-03-21,38,19.1,35.5,29.8,10.1,0.8,53.7,20.6,80,2.8
2021-03-22,31,17.8,29.7,21.2,7.9,0.77,38.0,20.1,82,2.5
2021-03-23,33,27.2,42.2,35.7,8.1,0.78,25.9,15.6,73,4.1
2021-03-24,36,21.0,37.4,30.3,7.3,0.76,62.4,20.7,72,1.7
2021-03-25,39,25.2,53.1,32.5,8.8,0.89,61.4,17.5,89,4.6
2021-03-26,24,12.6,22.3,27.2,5.2,0.82,45.5,18.3,93,4.0
2021-03-27,28,21.3,36.1,27.8,3.0,1.03,24.3,19.4,71,4.4
2021-03-28,32,24.4,31.6,31.7,6.6,0.82,24.8,20.2,73,2.3
2021-03-29,24,20.4,33.6,23.0,2.4,0.74,44.8,19.9,87,2.8
2021-03-30,45,25.3,38.9,27.9,8.7,1.07,35.7,18.9,82,1.5
2021-03-31,24,17.4,31.7,24.8,6.0,0.84,38.1,18.2,83,2.2
2021-04-01,51,24.0,48.1,21.7,6.0,0.82,66.6,23.8,87,4.5
2021-04-02,42,28.5,52.9,14.3,5.3,0.78,62.3,22.8,78,1.1
2021-04-03,48,15.2,28.8,35.0,4.8,0.78,72.0,26.6,83,1.2
2021-04-04,23,14.8,25.7,22.9,7.3,0.77,36.4,24.2,82,2.0
2021-04-05,47,24.3,45.0,34.0,7.2,0.61,46.2,21.2,73,3.1
2021-04-06,35,24.9,41.4,33.4,7.4,0.76,62.7,22.0,83,2.7
2021-04-07,39,14.4,22.9,19.3,5.6,0.59,58.0,23.1,90,3.6
2021-04-08,45,14.9,27.6,20.5,2.9,0.7,74.3,25.6,77,4.3
2021-04-09,46,15.6,29.1,42.4,9.3,0.65,57.6,25.8,81,4.2
2021-04-10,43,10.3,21.5,37.5,5.6,0.76,79.0,22.2,82,3.4
2021-04-11,35,12.4,17.1,26.8,4.4,0.75,59.4,21.1,78,5.2
2021-04-12,40,12.0,24.4,28.5,4.2,0.77,67.2,20.9,85,3.2
2021-04-13,30,13.2,23.9,23.2,4.7,0.75,46.4,23.5,75,2.1
2021-04-14,31,16.8,31.7,29.6,11.3,0.66,51.5,27.6,91,3.6
2021-04-15,44,18.2,40.2,22.7,7.6,0.69,65.0,24.1,85,4.1
2021-04-16,46,24.8,41.4,14.8,6.1,0.81,75.5,19.8,73,3.2
2021-04-17,36,12.0,19.7,19.1,3.9,0.83,62.2,21.5,94,3.8
2021-04-18,39,21.9,33.4,27.1,7.2,0.61,50.1,21.8,81,2.0
2021-04-19,43,15.9,33.4,20.2,5.0,0.57,72.0,21.4,74,3.4
2021-04-20,29,16.8,29.3,26.6,10.3,0.65,18.4,22.2,89,4.1
2021-04-21,30,20.4,38.4,20.6,4.5,0.82,30.0,23.7,84,1.4
2021-04-22,40,11.4,18.1,22.3,8.3,0.84,61.5,24.4,66,3.3
2021-04-23,35,18.9,37.2,32.1,4.7,0.63,51.5,25.2,76,2.8
2021-04-24,32,17.8,29.9,28.5,6.7,0.75,60.4,24.0,82,3.0
2021-04-25,31,19.5,30.4,26.9,8.3,0.9,52.3,19.1,63,3.9
2021-04-26,38,18.4,30.5,32.3,10.5,0.76,59.9,20.9,81,3.3
2021-04-27,40,29.3,52.7,29.9,7.8,0.86,39.1,22.7,81,2.8
2021-04-28,37,13.8,24.5,35.7,6.0,0.82,59.9,23.3,71,3.2
2021-04-29,40,14.3,21.2,24.2,6.6,0.63,66.2,24.7,82,2.1
2021-04-30,43,13.9,20.7,24.4,2.0,0.7,69.6,23.1,80,4.6
2021-05-01,50,12.2,23.4,17.7,5.8,0.68,89.6,26.1,70,2.9
2021-05-02,49,11.8,15.0,22.9,3.8,0.69,63.1,26.5,87,3.6
2021-05-03,32,20.9,32.0,31.3,12.7,0.77,63.5,25.5,87,4.3
2021-05-04,34,22.1,36.8,33.3,5.6,0.72,36.6,26.2,78,1.1
2021-05-05,26,12.1,23.8,31.3,4.5,0.39,51.4,28.3,78,4.1
2021-05-06,37,10.8,16.7,14.7,5.9,0.55,56.5,25.8,86,3.4
2021-05-07,48,17.4,28.9,32.0,7.9,0.46,75.2,25.9,78,2.0
2021-05-08,31,12.2,24.3,14.5,8.0,0.7,50.2,25.9,65,3.7
2021-05-09,47,18.2,26.5,30.9,6.4,0.7,71.3,28.6,84,2.4
2021-05-10,31,16.0,27.3,23.3,7.7,0.71,59.4,23.8,73,1.5
2021-05-11,32,7.4,17.9,29.7,8.1,0.58,56.7,29.6,77,3.7
2021-05-12,47,22.7,35.5,17.5,5.8,0.75,63.1,23.6,92,3.5
2021-05-13,47,24.0,43.2,32.5,6.2,0.75,53.5,24.7,79,1.9
2021-05-14,31,11.9,20.9,16.7,2.8,0.55,53.0,27.5,80,3.6
2021-05-15,27,13.1,25.6,21.5,9.7,0.53,33.8,28.1,84,2.2
2021-05-16,36,16.4,22.1,19.5,2.0,0.68,55.7,23.2,84,1.7
2021-05-17,40,16.7,22.2,15.0,6.7,0.86,52.2,23.8,73,2.8
2021-05-18,30,18.3,37.1,26.1,8.3,0.85,51.7,26.6,80,2.7
2021-05-19,38,25.1,39.7,36.3,4.2,0.74,65.7,30.7,80,1.9
2021-05-20,47,14.1,21.2,41.5,8.0,0.61,69.3,28.5,82,1.8
2021-05-21,47,11.0,20.7,26.1,9.9,0.77,62.9,25.5,82,2.7
2021-05-22,40,8.1,13.5,32.2,6.5,0.63,74.3,21.2,100,4.1
2021-05-23,49,11.3,15.1,26.9,8.8,0.6,68.0,26.2,71,1.4
2021-05-24,31,14.8,28.4,28.5,5.9,0.47,55.0,26.7,88,3.7
2021-05-25,46,24.0,37.6,23.4,5.3,0.69,52.5,25.2,89,2.5
2021-05-26,35,12.4,17.3,26.7,4.8,0.62,64.1,24.3,84,2.8
2021-05-27,42,16.1,28.9,28.7,5.7,0.69,68.0,26.3,75,2.8
2021-05-28,50,14.9,29.6,22.0,7.5,0.45,80.4,24.1,93,4.4
2021-05-29,43,20.9,33.8,25.0,7.6,0.7,77.3,29.7,62,3.7
2021-05-30,45,27.6,52.3,25.1,7.0,0.44,51.3,29.0,75,1.5
2021-05-31,25,12.3,29.0,30.5,4.8,0.79,57.9,27.3,89,2.6
2021-06-01,42,11.6,20.3,17.6,6.0,0.73,74.9,28.2,79,3.2
2021-06-02,55,19.2,33.4,23.7,5.7,0.65,80.8,26.7,95,2.8
2021-06-03,46,17.4,34.2,35.5,7.6,0.74,78.9,28.0,70,1.6
2021-06-04,38,23.2,35.6,31.0,7.3,0.58,63.8,31.3,73,3.2
2021-06-05,26,16.9,19.5,32.1,6.2,0.69,46.0,29.7,78,3.3
2021-06-06,29,12.2,21.5,24.1,8.7,0.76,49.8,28.4,85,3.3
2021-06-07,42,17.0,24.0,25.9,7.3,0.37,68.9,29.8,80,3.7
2021-06-08,48,19.5,27.7,30.0,11.0,0.64,69.9,29.1,78,3.3
2021-06-09,29,18.1,26.8,33.4,3.8,0.68,48.3,28.8,93,3.4
2021-06-10,44,16.5,22.0,12.3,2.0,0.66,65.5,30.0,94,4.8
2021-06-11,47,19.3,34.6,16.1,5.3,0.83,74.3,29.0,79,1.4
2021-06-12,33,19.8,37.6,31.9,3.0,0.57,47.5,29.7,68,4.1
2021-06-13,40,20.9,33.3,22.3,7.1,0.62,81.4,28.3,65,2.6
2021-06-14,35,17.2,33.0,20.0,8.5,0.49,59.1,27.5,84,2.1
2021-06-15,35,13.2,15.8,16.5,8.5,0.83,83.7,26.9,87,2.9
2021-06-16,35,14.7,20.2,20.7,8.3,0.66,56.8,26.7,83,2.8
2021-06-17,30,20.0,28.8,15.6,6.7,0.64,49.4,24.8,81,4.6
2021-06-18,38,9.9,18.5,36.5,10.8,0.67,57.9,26.2,76,3.2
2021-06-19,31,15.8,24.7,23.9,7.1,0.74,63.4,26.1,87,2.3
2021-06-20,31,12.0,19.3,23.7,3.7,0.71,59.0,27.0,95,1.5
2021-06-21,40,14.1,19.8,27.5,4.5,0.94,61.6,31.1,64,3.7
2021-06-22,45,20.4,39.7,29.8,6.0,0.73,69.8,27.7,81,2.1
2021-06-23,37,15.0,25.8,29.7,7.2,0.63,62.2,28.5,74,4.8
2021-06-24,36,14.2,28.1,30.4,8.0,0.62,63.8,28.5,70,4.1
2021-06-25,24,7.2,12.1,20.2,5.7,0.64,39.2,31.2,73,2.9
2021-06-26,39,17.7,25.2,22.2,8.3,0.53,70.7,26.8,85,2.6
2021-06-27,37,17.2,30.8,28.6,8.5,0.68,63.5,27.6,85,3.3
2021-06-28,58,24.8,30.4,20.8,5.4,0.76,89.0,27.8,94,1.9
2021-06-29,28,12.5,21.1,24.0,2.3,0.62,50.7,30.3,82,2.8
2021-06-30,21,15.1,23.0,26.4,6.3,0.6,37.7,30.7,68,3.7
2021-07-01,45,14.2,29.0,27.2,5.5,0.79,79.5,29.9,78,2.8
2021-07-02,51,20.9,35.1,11.8,9.3,0.5,75.4,31.5,69,1.7
2021-07-03,36,12.5,20.9,26.8,5.7,0.43,55.1,29.4,70,2.0
2021-07-04,31,14.4,21.5,21.1,6.5,0.52,47.3,28.7,85,2.7
2021-07-05,62,16.0,22.4,26.7,8.1,0.49,93.3,31.4,82,2.8
2021-07-06,58,13.9,21.1,27.2,7.0,0.68,91.4,30.0,85,1.7
2021-07-07,20,10.8,18.0,32.1,9.5,0.6,32.9,27.5,77,3.9
2021-07-08,42,14.0,20.4,30.6,4.1,0.62,63.3,31.0,86,4.4
2021-07-09,64,18.4,38.1,30.6,7.2,0.76,95.2,28.6,77,2.0
2021-07-10,40,7.9,11.0,31.2,5.5,0.57,63.1,28.3,89,2.1
2021-07-11,34,13.7,23.2,24.2,10.1,0.72,62.8,30.8,83,2.1
2021-07-12,45,9.5,17.7,22.7,6.1,0.79,66.0,28.8,78,2.7
2021-07-13,33,19.0,37.9,27.7,4.1,0.59,53.4,29.8,82,2.2
2021-07-14,26,5.4,12.8,26.9,2.0,0.71,44.6,30.3,80,2.7
2021-07-15,50,10.2,11.0,20.6,4.1,0.62,86.0,27.4,93,1.7
2021-07-16,23,14.9,23.2,24.9,8.6,0.73,42.6,29.8,82,1.6
2021-07-17,45,20.8,34.5,22.3,11.7,0.48,73.9,31.7,80,4.3
2021-07-18,45,12.7,20.7,17.4,6.1,0.48,83.5,27.1,78,3.4
2021-07-19,25,10.2,15.8,30.2,9.5,0.6,48.4,29.9,87,2.6
2021-07-20,40,22.4,33.5,22.8,6.7,0.55,56.3,27.3,86,1.9
2021-07-21,56,5.8,12.7,34.8,6.4,0.59,88.4,31.0,78,2.7
2021-07-22,51,3.0,10.5,12.7,6.9,0.62,78.2,31.0,71,2.0
2021-07-23,46,15.2,23.1,19.2,8.1,0.71,60.9,28.3,73,4.3
2021-07-24,60,10.5,19.3,22.7,5.1,0.6,88.2,33.4,79,2.4
2021-07-25,57,7.9,13.9,29.3,5.7,0.56,88.3,31.2,91,3.3
2021-07-26,49,16.5,32.3,24.9,2.4,0.6,74.2,30.4,78,3.1
2021-07-27,32,14.2,16.8,24.4,7.6,0.56,56.7,30.3,75,4.5
2021-07-28,38,10.2,18.1,15.7,2.3,0.55,64.0,31.0,66,3.2
2021-07-29,38,6.6,9.8,15.6,6.8,0.48,74.5,27.0,92,2.6
2021-07-30,43,17.4,21.1,24.4,6.4,0.65,67.4,29.4,85,4.0
2021-07-31,52,16.3,22.7,14.3,6.4,0.58,84.3,29.8,86,3.6
2021-08-01,26,13.5,25.5,20.8,8.4,0.78,44.6,28.2,88,2.3
2021-08-02,35,23.2,29.4,27.0,7.1,0.54,45.1,29.9,79,1.6
2021-08-03,51,8.6,13.5,18.1,6.4,0.63,70.2,31.5,81,2.6
2021-08-04,29,6.4,14.5,33.6,10.5,0.86,60.1,28.2,92,1.8
2021-08-05,34,10.5,15.7,31.3,9.3,0.59,58.1,28.9,81,2.9
2021-08-06,23,13.8,31.3,14.6,5.1,0.66,41.0,27.4,85,1.6
2021-08-07,45,15.2,30.3,18.4,6.3,0.56,67.8,25.4,87,3.4
2021-08-08,39,12.8,18.5,10.3,6.8,0.55,66.7,30.6,85,2.9
2021-08-09,51,15.8,27.4,19.3,6.2,0.83,77.3,28.9,79,1.8
2021-08-10,41,7.7,15.4,28.6,9.4,0.7,68.5,29.1,80,3.5
2021-08-11,41,21.2,38.7,21.5,3.3,0.69,65.5,27.0,86,1.2
2021-08-12,55,13.6,23.2,26.8,8.5,0.51,85.2,28.6,86,3.4
2021-08-13,27,19.6,25.1,14.9,9.5,0.72,47.8,31.2,89,3.4
2021-08-14,40,15.7,28.6,28.8,7.9,0.8,75.5,29.0,84,4.4
2021-08-15,26,16.3,28.5,20.7,6.5,0.79,42.4,29.1,85,1.6
2021-08-16,26,16.8,31.5,24.1,6.8,0.75,54.9,29.4,76,1.5
2021-08-17,29,16.2,17.4,23.4,4.0,0.57,49.3,26.5,75,2.7
2021-08-18,41,17.2,38.0,16.4,5.4,0.71,79.2,30.2,86,2.1
2021-08-19,42,20.6,40.1,17.1,6.0,0.75,66.5,26.5,75,4.8
2021-08-20,46,15.0,27.5,29.8,2.8,0.5,67.3,27.1,80,0.9
2021-08-21,29,17.5,27.7,26.4,10.8,0.57,50.9,26.9,91,3.9
2021-08-22,40,13.6,26.0,30.3,8.0,0.77,63.0,28.6,90,3.4
2021-08-23,29,21.2,40.8,25.9,6.8,0.77,56.0,28.3,82,3.3
2021-08-24,55,10.6,19.0,24.9,5.5,0.53,73.3,29.0,78,3.0
2021-08-25,39,23.0,36.2,13.6,6.6,0.76,52.6,27.2,79,2.1
2021-08-26,54,13.8,21.0,22.4,8.1,0.69,87.4,31.0,87,4.3
2021-08-27,25,6.8,18.4,23.8,7.1,0.76,42.4,30.7,80,4.5
2021-08-28,37,14.6,20.2,35.7,3.3,0.62,55.4,28.7,76,2.5
